391.344	 75.001	 false
439.978	 75.002	 false
440.237	 75.003	 false
440.336	 75.004	 false
440.427	 75.005	 false
440.518	 75.006	 false
440.608	 75.007	 false
440.700	 75.008	 false
440.796	 75.009	 false
440.889	 75.010	 false
440.983	 75.011	 false
441.082	 75.012	 false
441.174	 75.013	 false
441.270	 75.014	 false
441.361	 75.015	 false
450.020	 75.162	 false
498.860	 75.472	 false
510.336	 75.505	 false
540.037	 75.534	 false
579.921	 75.553	 false
600.106	 75.588	 false
631.208	 75.622	 false
666.892	 75.634	 false
690.004	 75.681	 false
741.957	 75.696	 true
751.236	 75.681	 true
780.817	 75.665	 true
814.777	 75.649	 true
844.956	 75.638	 true
870.014	 75.617	 true
902.441	 75.610	 true
931.252	 75.586	 true
960.001	 75.570	 true
990.031	 75.554	 true
1036.339	 75.540	 true
1058.229	 75.523	 true
1080.011	 75.508	 true
1110.110	 75.492	 true
1141.738	 75.477	 true
1173.050	 75.468	 true
1200.522	 75.445	 true
1230.039	 75.430	 true
1260.020	 75.414	 true
1290.041	 75.399	 true
1320.038	 75.383	 true
1350.010	 75.368	 true
1396.544	 75.353	 true
1410.005	 75.337	 true
1455.715	 75.322	 true
1470.031	 75.306	 true
1507.264	 75.295	 true
1530.254	 75.276	 true
1562.412	 75.266	 true
1590.141	 75.244	 true
1620.031	 75.229	 true
1650.034	 75.214	 true
1680.449	 75.199	 true
1720.195	 75.186	 true
1740.005	 75.169	 true
1773.645	 75.160	 true
1800.067	 75.138	 true
1830.757	 75.130	 true
1878.551	 75.108	 true
1894.692	 75.094	 true
1932.649	 75.080	 true
1950.041	 75.062	 true
1980.032	 75.048	 true
2010.031	 75.032	 true
2040.005	 75.018	 true
2084.053	 75.003	 true
2100.008	 74.988	 true
2140.753	 74.975	 true
2160.274	 74.957	 true
2190.811	 74.950	 true
2220.027	 74.928	 true
2254.152	 74.946	 false
2280.039	 74.987	 false
2310.005	 75.016	 false
2340.032	 75.047	 false
2387.472	 75.073	 false
2400.235	 75.106	 false
2431.799	 75.137	 false
2460.802	 75.164	 false
2490.404	 75.195	 false
2532.125	 75.222	 false
2550.381	 75.256	 false
2585.703	 75.271	 false
2610.533	 75.314	 false
2640.053	 75.344	 false
2670.030	 75.374	 false
2700.224	 75.403	 false
2740.528	 75.429	 false
2760.012	 75.462	 false
2790.566	 75.478	 false
2820.628	 75.521	 false
2850.013	 75.550	 false
2892.904	 75.574	 false
2910.174	 75.610	 false
2940.010	 75.639	 false
2971.598	 75.667	 false
3001.218	 75.681	 false
3030.009	 75.726	 false
3060.542	 75.756	 false
3090.009	 75.784	 false
3120.014	 75.814	 false
3151.535	 75.842	 false
3180.025	 75.871	 false
3210.014	 75.900	 false
3240.502	 75.929	 false
3280.680	 75.950	 false
3300.002	 75.986	 false
3330.591	 76.000	 false
3360.176	 76.045	 false
3390.003	 76.073	 false
3422.168	 76.093	 false
3465.147	 76.130	 false
3480.406	 76.159	 false
3516.814	 76.172	 false
3550.528	 76.210	 false
3570.428	 76.244	 false
3600.009	 76.273	 false
3636.630	 76.291	 false
3661.956	 76.330	 false
3693.512	 76.343	 false
3720.002	 76.386	 false
3759.622	 76.408	 false
3782.008	 76.442	 false
3811.814	 76.460	 false
3840.761	 76.500	 false
3873.556	 76.516	 false
3900.517	 76.555	 false
3930.011	 76.584	 false
3972.763	 76.609	 false
3990.031	 76.618	 true
4020.040	 76.601	 true
4050.146	 76.584	 true
4080.067	 76.568	 true
4118.753	 76.553	 true
4140.005	 76.533	 true
4170.071	 76.516	 true
4200.025	 76.500	 true
4237.789	 76.487	 true
4267.493	 76.467	 true
4304.294	 76.450	 true
4320.027	 76.432	 true
4356.353	 76.420	 true
4383.540	 76.399	 true
4421.434	 76.384	 true
4440.008	 76.366	 true
4474.881	 76.355	 true
4500.634	 76.332	 true
4531.281	 76.315	 true
4560.029	 76.299	 true
4590.034	 76.283	 true
4630.160	 76.268	 true
4652.275	 76.250	 true
4693.757	 76.234	 true
4710.615	 76.216	 true
4740.003	 76.200	 true
4770.984	 76.183	 true
4800.998	 76.168	 true
4843.999	 76.152	 true
4860.025	 76.135	 true
4903.491	 76.123	 true
4920.031	 76.102	 true
4952.192	 76.092	 true
4982.291	 76.069	 true
5010.007	 76.053	 true
5041.195	 76.037	 true
5070.022	 76.021	 true
5100.033	 76.004	 true
5140.660	 75.992	 true
5160.011	 75.972	 true
5190.006	 75.956	 true
5220.030	 75.983	 false
5250.508	 76.012	 false
5280.030	 76.042	 false
5310.280	 76.069	 false
5340.684	 76.085	 false
5370.538	 76.128	 false
5401.157	 76.137	 false
5431.272	 76.184	 false
5460.380	 76.213	 false
5490.004	 76.241	 false
5520.005	 76.270	 false
5550.817	 76.297	 false
5580.306	 76.327	 false
5610.061	 76.356	 false
